PUC;Nombre;Valor;Cuentas_idPUC
514535;Equipo de hoteles y restaurantes;0;5145
514540;Flota y equipo de transporte;0;5145
514545;Flota y equipo fluvial y/o mar?timo;0;5145
514550;Flota y equipo a?reo;0;5145
514555;Flota y equipo f?rreo;0;5145
514560;Acueductos, plantas y redes;0;5145
514565;Armamento de vigilancia;0;5145
514570;V?as de comunicaci;0;5145
514599;Ajustes por inflaci;0;5145
515005;Instalaciones el?ctricas;0;5150
515010;Arreglos ornamentales;0;5150
515015;Reparaciones locativas;0;5150
515095;Otros;0;5150
515099;Ajustes por inflaci;0;5150
515505;Alojamiento y manutenci;0;5155
515510;Pasajes fluviales y/o mar?timos;0;5155
515515;Pasajes a?reos;0;5155
515520;Pasajes terrestres;0;5155
515525;Pasajes f?rreos;0;5155
515595;Otros;0;5155
515599;Ajustes por inflaci;0;5155
516005;Construcciones y edificaciones;0;5160
516010;Maquinaria y equipo;0;5160
516015;Equipo de oficina;0;5160
516020;Equipo de computaci?n y comunicaci;0;5160
516025;Equipo m?dico-cient?fico;0;5160
516030;Equipo de hoteles y restaurantes;0;5160
516035;Flota y equipo de transporte;0;5160
516040;Flota y equipo fluvial y/o mar?timo;0;5160
516045;Flota y equipo a?reo;0;5160
516050;Flota y equipo f?rreo;0;5160
516055;Acueductos, plantas y redes;0;5160
516060;Armamento de vigilancia;0;5160
516099;Ajustes por inflaci;0;5160
516505;V?as de comunicaci;0;5165
516510;Intangibles;0;5165
516515;Cargos diferidos;0;5165
516595;Otras;0;5165
516599;Ajustes por inflaci;0;5165
519505;Comisiones;0;5195
519510;Libros, suscripciones, peri?dicos y revistas;0;5195
519515;M?sica ambiental;0;5195
519520;Gastos de representaci?n y relaciones p?blica;0;5195
519525;Elementos de aseo y cafeter;0;5195
519530;?tiles, papeler?a y fotocopias;0;5195
519535;Combustibles y lubricantes;0;5195
519540;Envases y empaques;0;5195
519545;Taxis y buses;0;5195
519550;Estampillas;0;5195
519555;Microfilmaci;0;5195
519560;Casino y restaurante;0;5195
519565;Parqueaderos;0;5195
519570;Indemnizaci?n por da?os a terceros;0;5195
519575;P?lvora y similares;0;5195
519595;Otros;0;5195
519599;Ajustes por inflaci;0;5195
519905;Inversiones;0;5199
519910;Deudores;0;5199
519915;Propiedades, planta y equipo;0;5199
519995;Otros activos;0;5199
519999;Ajustes por inflaci;0;5199
520503;Salario integral;0;5205
520506;Sueldos;0;5205
520512;Jornales;0;5205
520515;Horas extras y recargos;0;5205
520518;Comisiones;0;5205
520521;Vi?ticos;0;5205
520524;Incapacidades;0;5205
520527;Auxilio de transporte;0;5205
520530;Cesant?as;0;5205
520533;Intereses sobre cesant?as;0;5205
520536;Prima de servicios;0;5205
520539;Vacaciones;0;5205
520542;Primas extralegales;0;5205
520545;Auxilios;0;5205
520548;Bonificaciones;0;5205
520551;Dotaci?n y suministro a trabajadores;0;5205
520554;Seguros;0;5205
520557;Cuotas partes pensiones de jubilaci;0;5205
520558;Amortizaci?n c?lculo actuarial pensiones de j;0;5205
520559;Pensiones de jubilaci;0;5205
520560;Indemnizaciones laborales;0;5205
520561;Amortizaci?n bonos pensionales;0;5205
520562;Amortizaci?n t?tulos pensionales;0;5205
520563;Capacitaci?n al personal;0;5205
520566;Gastos deportivos y de recreaci;0;5205
520568;Aportes a administradoras de riesgos profesio;0;5205
520569;Aportes a entidades promotoras de salud, EPS;0;5205
520570;Aportes a fondos de pensiones y/o cesant?as;0;5205
520572;Aportes cajas de compensaci?n familiar;0;5205
520575;Aportes ICBF;0;5205
520578;SENA;0;5205
520581;Aportes sindicales;0;5205
520584;Gastos m?dicos y drogas;0;5205
520595;Otros;0;5205
520599;Ajustes por inflaci;0;5205
521005;Junta directiva;0;5210
521010;Revisor?a fiscal;0;5210
521015;Auditor?a externa;0;5210
521020;Aval?os;0;5210
521025;Asesor?a jur?dica;0;5210
521030;Asesor?a financiera;0;5210
521035;Asesor?a t?cnica;0;5210
521095;Otros;0;5210
521099;Ajustes por inflaci;0;5210
521505;Industria y comercio;0;5215
521510;De timbres;0;5215
521515;A la propiedad ra;0;5215
521520;Derechos sobre instrumentos p?blicos;0;5215
521525;De valorizaci;0;5215
521530;De turismo;0;5215
521535;Tasa por utilizaci?n de puertos;0;5215
521540;De veh?culos;0;5215
521545;De espect?culos p?blicos;0;5215
521550;Cuotas de fomento;0;5215
521555;Licores;0;5215
521560;Cervezas;0;5215
521565;Cigarrillos;0;5215
521570;IVA descontable;0;5215
521595;Otros;0;5215
521599;Ajustes por inflaci;0;5215
522005;Terrenos;0;5220
522010;Construcciones y edificaciones;0;5220
522015;Maquinaria y equipo;0;5220
522020;Equipo de oficina;0;5220
522025;Equipo de computaci?n y comunicaci;0;5220
522030;Equipo m?dico-cient?fico;0;5220
522035;Equipo de hoteles y restaurantes;0;5220
522040;Flota y equipo de transporte;0;5220
522045;Flota y equipo fluvial y/o mar?timo;0;5220
522050;Flota y equipo a?reo;0;5220
522055;Flota y equipo f?rreo;0;5220
522060;Acueductos, plantas y redes;0;5220
522065;Aer?dromos;0;5220
522070;Semovientes;0;5220
522095;Otros;0;5220
522099;Ajustes por inflaci;0;5220
522505;Contribuciones;0;5225
522510;Afiliaciones y sostenimiento;0;5225
522599;Ajustes por inflaci;0;5225
523005;Manejo;0;5230
523010;Cumplimiento;0;5230
523015;Corriente d?bil;0;5230
523020;Vida colectiva;0;5230
523025;Incendio;0;5230
523030;Terremoto;0;5230
523035;Sustracci?n y hurto;0;5230
523040;Flota y equipo de transporte;0;5230
523045;Flota y equipo fluvial y/o mar?timo;0;5230
523050;Flota y equipo a?reo;0;5230
523055;Flota y equipo f?rreo;0;5230
523060;Responsabilidad civil y extracontractual;0;5230
523065;Vuelo;0;5230
523070;Rotura de maquinaria;0;5230
523075;Obligatorio accidente de tr?nsito;0;5230
523080;Lucro cesante;0;5230
523095;Otros;0;5230
523099;Ajustes por inflaci;0;5230
523505;Aseo y vigilancia;0;5235
523510;Temporales;0;5235
523515;Asistencia t?cnica;0;5235
523520;Procesamiento electr?nico de datos;0;5235
523525;Acueducto y alcantarillado;0;5235
523530;Energ?a el?ctrica;0;5235
523535;Tel?fono;0;5235
523540;Correo, portes y telegramas;0;5235
523545;Fax y t?lex;0;5235
523550;Transporte, fletes y acarreos;0;5235
523555;Gas;0;5235
523560;Publicidad, propaganda y promoci;0;5235
523595;Otros;0;5235
523599;Ajustes por inflaci;0;5235
524005;Notariales;0;5240
524010;Registro mercantil;0;5240
524015;Tr?mites y licencias;0;5240
524020;Aduaneros;0;5240
524025;Consulares;0;5240
524095;Otros;0;5240
524099;Ajustes por inflaci;0;5240
524505;Terrenos;0;5245
524510;Construcciones y edificaciones;0;5245
524515;Maquinaria y equipo;0;5245
524520;Equipo de oficina;0;5245
524525;Equipo de computaci?n y comunicaci;0;5245
524530;Equipo m?dico-cient?fico;0;5245
524535;Equipo de hoteles y restaurantes;0;5245
524540;Flota y equipo de transporte;0;5245
524545;Flota y equipo fluvial y/o mar?timo;0;5245
524550;Flota y equipo a?reo;0;5245
524555;Flota y equipo f?rreo;0;5245
524560;Acueductos, plantas y redes;0;5245
524565;Armamento de vigilancia;0;5245
524570;V?as de comunicaci;0;5245
524599;Ajustes por inflaci;0;5245
525005;Instalaciones el?ctricas;0;5250
525010;Arreglos ornamentales;0;5250
525015;Reparaciones locativas;0;5250
525095;Otros;0;5250
525099;Ajustes por inflaci;0;5250
525505;Alojamiento y manutenci;0;5255
525510;Pasajes fluviales y/o mar?timos;0;5255
525515;Pasajes a?reos;0;5255
525520;Pasajes terrestres;0;5255
525525;Pasajes f?rreos;0;5255
525595;Otros;0;5255
525599;Ajustes por inflaci;0;5255
526005;Construcciones y edificaciones;0;5260
526010;Maquinaria y equipo;0;5260
526015;Equipo de oficina;0;5260
526020;Equipo de computaci?n y comunicaci;0;5260
526025;Equipo m?dico-cient?fico;0;5260
526030;Equipo de hoteles y restaurantes;0;5260
526035;Flota y equipo de transporte;0;5260
526040;Flota y equipo fluvial y/o mar?timo;0;5260
526045;Flota y equipo a?reo;0;5260
526050;Flota y equipo f?rreo;0;5260
526055;Acueductos, plantas y redes;0;5260
526060;Armamento de vigilancia;0;5260
526065;Envases y empaques;0;5260
526099;Ajustes por inflaci;0;5260
526505;V?as de comunicaci;0;5265
526510;Intangibles;0;5265
526515;Cargos diferidos;0;5265
526595;Otras;0;5265
526599;Ajustes por inflaci;0;5265
527099;Ajustes por inflaci;0;5270
527505;De sociedades an?nimas y/o asimiladas;0;5275
527510;De sociedades limitadas y/o asimiladas;0;5275
529505;Comisiones;0;5295
529510;Libros, suscripciones, peri?dicos y revistas;0;5295
529515;M?sica ambiental;0;5295
529520;Gastos de representaci?n y relaciones p?blica;0;5295
529525;Elementos de aseo y cafeter;0;5295
529530;?tiles, papeler?a y fotocopias;0;5295
529535;Combustibles y lubricantes;0;5295
529540;Envases y empaques;0;5295
529545;Taxis y buses;0;5295
529550;Estampillas;0;5295
529555;Microfilmaci;0;5295
529560;Casino y restaurante;0;5295
529565;Parqueaderos;0;5295
529570;Indemnizaci?n por da?os a terceros;0;5295
529575;P?lvora y similares;0;5295
529595;Otros;0;5295
529599;Ajustes por inflaci;0;5295
529905;Inversiones;0;5299
529910;Deudores;0;5299
529915;Inventarios;0;5299
529920;Propiedades, planta y equipo;0;5299
529995;Otros activos;0;5299
529999;Ajustes por inflaci;0;5299
530505;Gastos bancarios;0;5305
530510;Reajuste monetario-UPAC (hoy UVR);0;5305
530515;Comisiones;0;5305
530520;Intereses;0;5305
530525;Diferencia en cambio;0;5305
530530;Gastos en negociaci?n certificados de cambio;0;5305
530535;Descuentos comerciales condicionados;0;5305
530540;Gastos manejo y emisi?n de bonos;0;5305
530545;Prima amortizada;0;5305
530595;Otros;0;5305
530599;Ajustes por inflaci;0;5305
531005;Venta de inversiones;0;5310
531010;Venta de cartera;0;5310
531015;Venta de propiedades, planta y equipo;0;5310
531020;Venta de intangibles;0;5310
531025;Venta de otros activos;0;5310
531030;Retiro de propiedades, planta y equipo;0;5310
531035;Retiro de otros activos;0;5310
531040;P?rdidas por siniestros;0;5310
531095;Otros;0;5310
531099;Ajustes por inflaci;0;5310
531305;De sociedades an?nimas y/o asimiladas;0;5313
531310;De sociedades limitadas y/o asimiladas;0;5313
531505;Costas y procesos judiciales;0;5315
531510;Actividades culturales y c?vicas;0;5315
531515;Costos y gastos de ejercicios anteriores;0;5315
531520;Impuestos asumidos;0;5315
531595;Otros;0;5315
531599;Ajustes por inflaci;0;5315
539505;Demandas laborales;0;5395
539510;Demandas por incumplimiento de contratos;0;5395
539515;Indemnizaciones;0;5395
539520;Multas, sanciones y litigios;0;5395
539525;Donaciones;0;5395
539530;Constituci?n de garant?as;0;5395
539535;Amortizaci?n de bienes entregados en comodato;0;5395
539595;Otros;0;5395
539599;Ajustes por inflaci;0;5395
540505;Impuesto de renta y complementarios;0;5405
590505;Ganancias y p?rdidas;0;5905
610505;Cultivo de cereales;0;6105
610510;Cultivos de hortalizas, legumbres y plantas o;0;6105
610515;Cultivos de frutas, nueces y plantas arom?tic;0;6105
610520;Cultivo de caf;0;6105
610525;Cultivo de flores;0;6105
610530;Cultivo de ca?a de az?car;0;6105
610535;Cultivo de algod?n y plantas para material te;0;6105
610540;Cultivo de banano;0;6105
610545;Otros cultivos agr?colas;0;6105
610550;Cr?a de ovejas, cabras, asnos, mulas y burd?g;0;6105
610555;Cr?a de ganado caballar y vacuno;0;6105
610560;Producci?n av?cola;0;6105
610565;Cr?a de otros animales;0;6105
610570;Servicios agr?colas y ganaderos;0;6105
610575;Actividad de caza;0;6105
610580;Actividad de silvicultura;0;6105
610595;Actividades conexas;0;6105
610599;Ajustes por inflaci;0;6105
611005;Actividad de pesca;0;6110
611010;Explotaci?n de criaderos de peces;0;6110
611095;Actividades conexas;0;6110
611099;Ajustes por inflaci;0;6110
611505;Carb;0;6115
611510;Petr?leo crudo;0;6115
611512;Gas natural;0;6115
611514;Servicios relacionados con extracci?n de petr;0;6115
611515;Minerales de hierro;0;6115
611520;Minerales metal?feros no ferrosos;0;6115
611525;Piedra, arena y arcilla;0;6115
611527;Piedras preciosas;0;6115
611528;Oro;0;6115
611530;Otras minas y canteras;0;6115
611532;Prestaci?n de servicios sector minero;0;6115
611595;Actividades conexas;0;6115
611599;Ajustes por inflaci;0;6115
612001;Producci?n y procesamiento de carnes y produc;0;6120
612002;Productos de pescado;0;6120
612003;Productos de frutas, legumbres y hortalizas;0;6120
612004;Elaboraci?n de aceites y grasas;0;6120
612005;Elaboraci?n de productos l?cteos;0;6120
612006;Elaboraci?n de productos de moliner;0;6120
612007;Elaboraci?n de almidones y derivados;0;6120
612008;Elaboraci?n de alimentos para animales;0;6120
612009;Elaboraci?n de productos para panader;0;6120
612010;Elaboraci?n de az?car y melazas;0;6120
612011;Elaboraci?n de cacao, chocolate y confiter;0;6120
612012;Elaboraci?n de pastas y productos farin?ceos;0;6120
612013;Elaboraci?n de productos de caf;0;6120
612014;Elaboraci?n de otros productos alimenticios;0;6120
612015;Elaboraci?n de bebidas alcoh?licas y alcohol ;0;6120
612016;Elaboraci?n de vinos;0;6120
612017;Elaboraci?n de bebidas malteadas y de malta;0;6120
612018;Elaboraci?n de bebidas no alcoh?licas;0;6120
612019;Elaboraci?n de productos de tabaco;0;6120
612020;Preparaci?n e hilatura de fibras textiles y t;0;6120
612021;Acabado de productos textiles;0;6120
612022;Elaboraci?n de art?culos de materiales textil;0;6120
612023;Elaboraci?n de tapices y alfombras;0;6120
612024;Elaboraci?n de cuerdas, cordeles, bramantes y;0;6120
612025;Elaboraci?n de otros productos textiles;0;6120
612026;Elaboraci?n de tejidos;0;6120
612027;Elaboraci?n de prendas de vestir;0;6120
612028;Preparaci?n, adobo y te?ido de pieles;0;6120
612029;Curtido, adobo o preparaci?n de cuero;0;6120
612030;Elaboraci?n de maletas, bolsos y similares;0;6120
612031;Elaboraci?n de calzado;0;6120
612032;Producci?n de madera, art?culos de madera y c;0;6120
612033;Elaboraci?n de pasta y productos de madera, p;0;6120
612034;Ediciones y publicaciones;0;6120
612035;Impresi;0;6120
612036;Servicios relacionados con la edici?n y la im;0;6120
612037;Reproducci?n de grabaciones;0;6120
612038;Elaboraci?n de productos de horno de coque;0;6120
612039;Elaboraci?n de productos de la refinaci?n de ;0;6120
612040;Elaboraci?n de sustancias qu?micas b?sicas;0;6120
612041;Elaboraci?n de abonos y compuestos de nitr?ge;0;6120
612042;Elaboraci?n de pl?stico y caucho sint?tico;0;6120
612043;Elaboraci?n de productos qu?micos de uso agro;0;6120
612044;Elaboraci?n de pinturas, tintas y masillas;0;6120
612045;Elaboraci?n de productos farmac?uticos y bot?;0;6120
612046;Elaboraci?n de jabones, detergentes y prepara;0;6120
612047;Elaboraci?n de otros productos qu?micos;0;6120
612048;Elaboraci?n de fibras;0;6120
612049;Elaboraci?n de otros productos de caucho;0;6120
612050;Elaboraci?n de productos de pl?stico;0;6120
612051;Elaboraci?n de vidrio y productos de vidrio;0;6120
612052;Elaboraci?n de productos de cer?mica, loza, p;0;6120
612053;Elaboraci?n de cemento, cal y yeso;0;6120
612054;Elaboraci?n de art?culos de hormig?n, cemento;0;6120
612055;Corte, tallado y acabado de la piedra;0;6120
612056;Elaboraci?n de otros productos minerales no m;0;6120
612057;Industrias b?sicas y fundici?n de hierro y ac;0;6120
612058;Productos primarios de metales preciosos y de;0;6120
612059;Fundici?n de metales no ferrosos;0;6120
612060;Fabricaci?n de productos met?licos para uso e;0;6120
612061;Forja, prensado, estampado, laminado de metal;0;6120
612062;Revestimiento de metales y obras de ingenier?;0;6120
612063;Fabricaci?n de art?culos de ferreter;0;6120
612064;Elaboraci?n de otros productos de metal;0;6120
612065;Fabricaci?n de maquinaria y equipo;0;6120
612066;Fabricaci?n de equipos de elevaci?n y manipul;0;6120
612067;Elaboraci?n de aparatos de uso dom?stico;0;6120
612068;Elaboraci?n de equipo de oficina;0;6120
612069;Elaboraci?n de pilas y bater?as primarias;0;6120
612070;Elaboraci?n de equipo de iluminaci;0;6120
612071;Elaboraci?n de otros tipos de equipo el?ctric;0;6120
612072;Fabricaci?n de equipos de radio, televisi?n y;0;6120
612073;Fabricaci?n de aparatos e instrumentos m?dico;0;6120
612074;Fabricaci?n de instrumentos de medici?n y con;0;6120
612075;Fabricaci?n de instrumentos de ?ptica y equip;0;6120
612076;Fabricaci?n de relojes;0;6120
612077;Fabricaci?n de veh?culos automotores;0;6120
612078;Fabricaci?n de carrocer?as para automotores;0;6120
612079;Fabricaci?n de partes, piezas y accesorios pa;0;6120
612080;Fabricaci?n y reparaci?n de buques y otras em;0;6120
612081;Fabricaci?n de locomotoras y material rodante;0;6120
612082;Fabricaci?n de aeronaves;0;6120
612083;Fabricaci?n de motocicletas;0;6120
612084;Fabricaci?n de bicicletas y sillas de ruedas;0;6120
612085;Fabricaci?n de otros tipos de transporte;0;6120
612086;Fabricaci?n de muebles;0;6120
612087;Fabricaci?n de joyas y art?culos conexos;0;6120
612088;Fabricaci?n de instrumentos de m?sica;0;6120
612089;Fabricaci?n de art?culos y equipo para deport;0;6120
612090;Fabricaci?n de juegos y juguetes;0;6120
612091;Reciclamiento de desperdicios;0;6120
612095;Productos de otras industrias manufactureras;0;6120
612099;Ajustes por inflaci;0;6120
612505;Generaci?n, captaci?n y distribuci?n de energ;0;6125
612510;Fabricaci?n de gas y distribuci?n de combusti;0;6125
612515;Captaci?n, depuraci?n y distribuci?n de agua;0;6125
612595;Actividades conexas;0;6125
612599;Ajustes por inflaci;0;6125
613005;Preparaci?n de terrenos;0;6130
613010;Construcci?n de edificios y obras de ingenier;0;6130
613015;Acondicionamiento de edificios;0;6130
613020;Terminaci?n de edificaciones;0;6130
613025;Alquiler de equipo con operario;0;6130
613095;Actividades conexas;0;6130
613099;Ajustes por inflaci;0;6130
613502;Venta de veh?culos automotores;0;6135
613504;Mantenimiento, reparaci?n y lavado de veh?cul;0;6135
613506;Venta de partes, piezas y accesorios de veh?c;0;6135
613508;Venta de combustibles s?lidos, l?quidos, gase;0;6135
613510;Venta de lubricantes, aditivos, llantas y luj;0;6135
613512;Venta a cambio de retribuci?n o por contrata;0;6135
613514;Venta de insumos, materias primas agropecuari;0;6135
613516;Venta de otros insumos y materias primas no a;0;6135
613518;Venta de animales vivos y cueros;0;6135
613520;Venta de productos en almacenes no especializ;0;6135
613522;Venta de productos agropecuarios;0;6135
613524;Venta de productos textiles, de vestir, de cu;0;6135
613526;Venta de papel y cart;0;6135
613528;Venta de libros, revistas, elementos de papel;0;6135
613530;Venta de juegos, juguetes y art?culos deporti;0;6135
613532;Venta de instrumentos quir?rgicos y ortop?dic;0;6135
613534;Venta de art?culos en relojer?as y joyer?as;0;6135
613536;Venta de electrodom?sticos y muebles;0;6135
613538;Venta de productos de aseo, farmac?uticos, me;0;6135
613540;Venta de cubiertos, vajillas, cristaler?a, po;0;6135
613542;Venta de materiales de construcci?n, fontaner;0;6135
613544;Venta de pinturas y lacas;0;6135
613546;Venta de productos de vidrios y marqueter;0;6135
613548;Venta de herramientas y art?culos de ferreter;0;6135
613550;Venta de qu?micos;0;6135
613552;Venta de productos intermedios, desperdicios ;0;6135
613554;Venta de maquinaria, equipo de oficina y prog;0;6135
613556;Venta de art?culos en cacharrer?as y miscel?n;0;6135
613558;Venta de instrumentos musicales;0;6135
613560;Venta de art?culos en casas de empe?o y prend;0;6135
613562;Venta de equipo fotogr?fico;0;6135
613564;Venta de equipo ?ptico y de precisi;0;6135
613566;Venta de empaques;0;6135
613568;Venta de equipo profesional y cient?fico;0;6135
613570;Venta de loter?as, rifas, chance, apuestas y ;0;6135
613572;Reparaci?n de efectos personales y electrodom;0;6135
613595;Venta de otros productos;0;6135
613599;Ajustes por inflaci;0;6135
614005;Hoteler;0;6140
614010;Campamento y otros tipos de hospedaje;0;6140
614015;Restaurantes;0;6140
614020;Bares y cantinas;0;6140
614095;Actividades conexas;0;6140
614099;Ajustes por inflaci;0;6140
614505;Servicio de transporte por carretera;0;6145
614510;Servicio de transporte por v?a f?rrea;0;6145
614515;Servicio de transporte por v?a acu?tica;0;6145
614520;Servicio de transporte por v?a a?rea;0;6145
614525;Servicio de transporte por tuber?as;0;6145
614530;Manipulaci?n de carga;0;6145
614535;Almacenamiento y dep?sito;0;6145
614540;Servicios complementarios para el transporte;0;6145
614545;Agencias de viaje;0;6145
614550;Otras agencias de transporte;0;6145
614555;Servicio postal y de correo;0;6145
614560;Servicio telef?nico;0;6145
614565;Servicio de tel?grafo;0;6145
614570;Servicio de transmisi?n de datos;0;6145
614575;Servicio de radio y televisi?n por cable;0;6145
614580;Transmisi?n de sonido e im?genes por contrato;0;6145
614595;Actividades conexas;0;6145
614599;Ajustes por inflaci;0;6145
615005;De inversiones;0;6150
615010;De servicio de bolsa;0;6150
615099;Ajustes por inflaci;0;6150
615505;Arrendamientos de bienes inmuebles;0;6155
615510;Inmobiliarias por retribuci?n o contrata;0;6155
615515;Alquiler equipo de transporte;0;6155
615520;Alquiler maquinaria y equipo;0;6155
615525;Alquiler de efectos personales y enseres dom?;0;6155
615530;Consultor?a en equipo y programas de inform?t;0;6155
615535;Procesamiento de datos;0;6155
615540;Mantenimiento y reparaci?n de maquinaria de o;0;6155
615545;Investigaciones cient?ficas y de desarrollo;0;6155
615550;Actividades empresariales de consultor;0;6155
615555;Publicidad;0;6155
615560;Dotaci?n de personal;0;6155
615565;Investigaci?n y seguridad;0;6155
615570;Limpieza de inmuebles;0;6155
615575;Fotograf;0;6155
615580;Envase y empaque;0;6155
615585;Fotocopiado;0;6155
615590;Mantenimiento y reparaci?n de maquinaria y eq;0;6155
615595;Actividades conexas;0;6155
615599;Ajustes por inflaci;0;6155
616005;Actividades relacionadas con la educaci;0;6160
616095;Actividades conexas;0;6160
616099;Ajustes por inflaci;0;6160
616505;Servicio hospitalario;0;6165
616510;Servicio m?dico;0;6165
616515;Servicio odontol?gico;0;6165
616520;Servicio de laboratorio;0;6165
616525;Actividades veterinarias;0;6165
616530;Actividades de servicios sociales;0;6165
616595;Actividades conexas;0;6165
616599;Ajustes por inflaci;0;6165
617005;Eliminaci?n de desperdicios y aguas residuale;0;6170
617010;Actividades de asociaci;0;6170
617015;Producci?n y distribuci?n de filmes y videoci;0;6170
617020;Exhibici?n de filmes y videocintas;0;6170
617025;Actividad de radio y televisi;0;6170
617030;Actividad teatral, musical y art?stica;0;6170
617035;Grabaci?n y producci?n de discos;0;6170
617040;Entretenimiento y esparcimiento;0;6170
617045;Agencias de noticias;0;6170
617050;Lavander?as y similares;0;6170
617055;Peluquer?as y similares;0;6170
617060;Servicios funerarios;0;6170
617065;Zonas francas;0;6170
617095;Actividades conexas;0;6170
617099;Ajustes por inflaci;0;6170
620599;Ajustes por inflaci;0;6205
621099;Ajustes por inflaci;0;6210
621599;Ajustes por inflaci;0;6215
622099;Ajustes por inflaci;0;6220
622599;Ajustes por inflaci;0;6225
810505;Valores mobiliarios;0;8105
810510;Bienes muebles;0;8105
810599;Ajustes por inflaci;0;8105
811005;Valores mobiliarios;0;8110
811010;Bienes muebles;0;8110
811015;Bienes inmuebles;0;8110
811020;Contratos de ganado en participaci;0;8110
811099;Ajustes por inflaci;0;8110
811505;En arrendamiento;0;8115
811510;En pr?stamo;0;8115
811515;En dep?sito;0;8115
811520;En consignaci;0;8115
811599;Ajustes por inflaci;0;8115
812005;Ejecutivos;0;8120
812010;Incumplimiento de contratos;0;8120
819505;Valores adquiridos por recibir;0;8195
819595;Otras;0;8195
819599;Ajustes por inflaci;0;8195
830505;Bienes muebles;0;8305
830510;Bienes inmuebles;0;8305
830599;Ajustes por inflaci;0;8305
831005;Acciones;0;8310
831010;Bonos;0;8310
831095;Otros;0;8310
831506;Materiales proyectos petroleros;0;8315
831516;Construcciones y edificaciones;0;8315
831520;Maquinaria y equipo;0;8315
831524;Equipo de oficina;0;8315
831528;Equipo de computaci?n y comunicaci;0;8315
831532;Equipo m?dico-cient?fico;0;8315
831536;Equipo de hoteles y restaurantes;0;8315
831540;Flota y equipo de transporte;0;8315
831544;Flota y equipo fluvial y/o mar?timo;0;8315
831548;Flota y equipo a?reo;0;8315
831552;Flota y equipo f?rreo;0;8315
831556;Acueductos, plantas y redes;0;8315
831560;Armamento de vigilancia;0;8315
831562;Envases y empaques;0;8315
831564;Plantaciones agr?colas y forestales;0;8315
831568;V?as de comunicaci;0;8315
831572;Minas y canteras;0;8315
831576;Pozos artesianos;0;8315
831580;Yacimientos;0;8315
831584;Semovientes;0;8315
831599;Ajustes por inflaci;0;8315
832005;Pa;0;8320
832010;Exterior;0;8320
832505;Inversiones;0;8325
832510;Deudores;0;8325
832595;Otros activos;0;8325
833005;Bonos;0;8330
833095;Otros;0;8330
839505;Cheques posfechados;0;8395
839510;Certificados de dep?sito a t?rmino;0;8395
839515;Cheques devueltos;0;8395
839520;Bienes y valores en fideicomiso;0;8395
839525;Intereses sobre deudas vencidas;0;8395
839595;Diversas;0;8395
839599;Ajustes por inflaci;0;8395
839905;Inversiones;0;8399
839910;Inventarios;0;8399
839915;Propiedades, planta y equipo;0;8399
839920;Intangibles;0;8399
839925;Cargos diferidos;0;8399
839995;Otros activos;0;8399
910505;Valores mobiliarios;0;9105
910510;Bienes muebles;0;9105
910599;Ajustes por inflaci;0;9105
911005;Valores mobiliarios;0;9110
911010;Bienes muebles;0;9110
911015;Bienes inmuebles;0;9110
911020;Contratos de ganado en participaci;0;9110
911099;Ajustes por inflaci;0;9110
911505;En arrendamiento;0;9115
911510;En pr?stamo;0;9115
911515;En dep?sito;0;9115
911520;En consignaci;0;9115
911525;En comodato;0;9115
911599;Ajustes por inflaci;0;9115
912005;Laborales;0;9120
912010;Civiles;0;9120
912015;Administrativos o arbitrales;0;9120
912020;Tributarios;0;9120
930505;Bienes muebles;0;9305
930510;Bienes inmuebles;0;9305
939505;Documentos por cobrar descontados;0;9395
939510;Convenios de pago;0;9395
939515;Contratos de construcciones e instalaciones p;0;9395
939525;Adjudicaciones pendientes de legalizar;0;9395
939530;Reserva art?culo 3? Ley 4? de 1980;0;9395
939535;Reserva costo reposici?n semovientes;0;9395
939595;Diversas;0;9395
939599;Ajustes por inflaci;0;9395
939905;Capital social;0;9399
939910;Super?vit de capital;0;9399
939915;Reservas;0;9399
939925;Dividendos o participaciones decretadas en ac;0;9399
939930;Resultados de ejercicios anteriores;0;9399
11100501;CUENTA DE AHORROS DAVIVIENDA;0;1110
13050517;CLIENTES NACIONALES SEGURIDAD ATLAS LTDA;0;1305
23657502;Autorretenciones (CREE);0;2365
51950101;Peajes;0;5195
